,x,y,w,h,label,z,d,s,q
186,310,193,468,257,car,1,1,0,0
187,120,210,298,270,car,1,0,0,0
188,352,203,420,243,car,1,0,0,0
189,183,236,273,258,car,1,0,0,0
190,4,192,166,258,car,1,0,0,0
191,751,158,763,182,car,1,0,0,0
192,0,0,0,0,none,1,0,0,0
193,430,226,454,248,car,1,0,0,0
194,450,231,480,253,car,1,0,0,0
195,645,233,657,261,person,1,0,0,0
196,128,228,154,242,person,1,0,0,0
197,468,244,524,270,car,0,0,1,0
198,26,228,82,252,car,0,0,1,0
199,473,240,553,272,car,0,0,1,0
200,439,214,565,292,car,0,0,1,0
201,452,201,586,299,car,0,0,0,0
202,718,212,728,238,car,0,0,0,0
203,497,228,565,296,car,0,0,0,0
204,448,219,602,323,car,0,0,0,1
205,510,249,580,311,car,0,0,1,1
206,456,223,616,319,car,0,0,1,1
207,570,218,732,306,car,0,0,1,0
208,602,216,760,306,car,1,0,0,0
209,660,263,722,311,car,1,0,0,0
210,616,248,760,322,car,1,0,0,0
211,0,0,0,0,none,1,0,0,0
212,666,273,734,303,car,1,0,0,0
213,670,274,732,300,truck,1,0,0,0
214,0,0,0,0,none,1,0,0,0
215,606,283,664,307,truck,1,0,0,1
216,710,290,782,316,truck,1,0,0,1
217,636,290,692,314,truck,1,0,0,0
218,0,0,0,0,none,1,0,0,0
219,0,0,0,0,none,1,0,0,0
220,704,290,780,314,car,1,1,0,0
221,154,286,180,300,car,1,1,0,0
222,0,0,0,0,none,1,0,0,0
223,0,0,0,0,none,1,0,0,0
224,614,268,784,346,truck,1,0,0,0
225,662,286,730,334,truck,1,0,0,0
226,699,276,755,332,car,1,0,0,0
227,658,251,796,345,car,1,0,0,0
228,654,255,800,365,car,1,0,0,0
229,741,309,787,351,car,1,1,0,0
230,0,0,0,0,none,1,0,0,0
231,24,302,246,370,car,1,0,0,0
232,364,254,400,268,car,1,1,0,0
233,244,250,268,262,car,0,1,0,0
234,178,242,346,286,car,0,0,1,0
235,226,247,298,275,car,0,0,1,0
236,20,236,92,262,car,0,1,0,0
237,0,0,0,0,none,1,1,0,0
238,258,229,268,259,person,1,1,0,0
239,279,233,289,259,person,1,1,0,0
240,110,230,120,258,person,1,1,0,0
241,0,0,0,0,none,1,1,0,0
242,0,0,0,0,none,1,0,0,0
243,596,276,620,290,car,1,1,0,0
244,607,276,635,292,car,1,1,0,0
245,581,34,595,66,car,1,1,0,0
246,574,34,588,68,car,1,1,0,0
247,497,276,527,292,car,1,0,0,0
248,538,242,800,366,car,1,0,0,1
249,346,277,380,295,car,1,0,0,1
250,397,253,811,417,car,1,0,0,1
251,222,280,248,294,car,0,0,0,1
252,388,222,814,472,car,0,0,1,1
253,402,258,476,282,car,0,0,1,1
254,216,240,238,250,car,0,0,1,1
255,468,230,496,248,car,1,0,0,1
256,59,228,83,244,car,1,0,0,1
257,0,0,0,0,none,1,0,0,0
258,0,0,0,0,none,1,1,0,0
259,45,232,57,260,person,1,1,0,0
260,92,222,240,282,car,1,0,0,0
261,11,228,21,262,car,1,0,0,0
262,0,0,0,0,none,1,0,0,0
263,0,0,0,0,none,1,0,0,0
264,732,258,782,290,car,1,0,0,0
265,0,0,0,0,none,1,0,0,0
266,0,0,0,0,none,1,0,0,0
267,0,0,0,0,none,1,0,0,0
268,0,0,0,0,none,1,1,0,0
269,430,256,448,268,car,1,0,0,0
270,618,260,652,276,car,1,0,0,0
271,530,261,604,285,car,1,0,0,1
272,569,248,645,298,car,1,0,0,0
273,412,264,434,278,car,1,0,0,0
274,442,264,464,280,car,1,0,0,0
275,0,0,0,0,none,0,0,0,0
276,0,0,0,0,none,0,0,1,0
277,622,247,700,277,car,0,0,1,0
278,544,238,566,252,car,0,0,1,0
279,682,234,748,288,car,0,0,0,0
280,548,226,570,236,car,0,0,0,0
281,556,232,576,244,car,0,0,0,0
282,718,234,768,306,car,0,0,0,0
283,564,234,586,246,car,0,0,1,0
284,534,218,556,232,car,0,0,0,0
285,503,220,523,234,car,0,0,0,0
286,488,226,512,238,car,1,0,0,0
287,0,0,0,0,none,1,0,0,0
288,0,0,0,0,none,0,0,0,0
289,0,0,0,0,none,0,0,1,0
290,0,0,0,0,none,0,0,1,0
291,166,204,232,244,bus,0,0,0,0
292,170,214,232,256,bus,0,0,0,0
293,134,180,280,268,bus,0,0,0,0
294,120,218,266,284,bus,0,0,0,0
295,128,216,266,278,bus,0,0,0,0
296,168,226,226,270,bus,0,0,0,0
297,166,227,224,269,bus,0,0,0,0
298,124,216,268,278,bus,0,0,0,0
299,166,228,220,270,bus,1,0,0,0
300,126,216,260,282,bus,1,0,0,0
301,124,214,276,286,bus,1,0,0,0
302,163,234,231,278,bus,1,0,0,0
303,124,210,270,282,bus,1,0,0,0
304,126,208,266,284,bus,1,1,0,0
305,67,217,241,291,bus,1,0,0,0
306,557,257,569,277,bus,1,0,0,0
307,13,244,83,268,bus,1,0,0,0
308,100,136,114,152,traffic light,1,0,0,0
309,24,142,40,160,traffic light,1,0,0,0
310,0,0,0,0,none,1,0,0,0
311,0,0,0,0,none,1,1,0,0
312,154,248,170,270,person,1,1,0,0
313,0,0,0,0,none,1,1,0,0
314,460,290,492,302,car,1,0,0,0
315,628,286,652,304,car,1,0,0,0
316,367,278,389,296,car,1,0,0,0
317,676,134,688,158,car,1,0,0,0
318,174,287,212,303,car,1,0,0,0
319,254,289,278,301,car,1,0,0,0
320,162,282,192,300,car,1,0,0,0
321,289,293,309,311,car,1,0,0,0
322,8,276,184,342,car,1,0,0,0
323,320,295,346,317,car,1,0,0,0
324,6,252,166,346,car,1,0,0,1
325,433,283,461,305,car,1,1,0,0
326,-2,274,132,388,car,1,0,0,0
327,514,282,568,308,car,1,0,0,0
328,381,288,399,302,car,0,0,0,0
329,462,280,514,306,car,0,0,0,0
330,444,268,494,294,car,0,0,0,0
331,468,254,528,286,car,0,0,1,0
332,104,248,286,338,car,0,0,1,0
333,453,219,589,313,car,0,0,1,0
334,472,206,604,296,car,0,0,1,0
335,30,260,80,412,car,0,0,1,0
336,2,238,134,442,car,0,0,1,0
337,430,202,568,288,car,1,0,0,0
338,394,210,514,304,car,1,0,0,1
339,428,232,484,284,car,1,0,0,1
340,421,238,475,298,car,1,0,0,1
341,516,224,640,316,car,1,1,0,0
342,764,241,792,285,car,1,1,0,0
343,0,0,0,0,none,1,0,0,0
344,558,220,696,304,car,1,1,0,0
345,602,239,662,289,car,1,1,0,0
346,509,240,653,322,car,1,0,0,0
347,550,266,636,300,car,1,0,0,0
348,441,235,589,327,car,1,0,0,0
349,316,214,342,224,car,1,0,0,0
350,316,208,344,220,car,1,0,0,0
351,419,236,587,332,car,1,0,0,0
352,180,216,206,234,car,1,0,0,0
353,412,226,650,356,car,0,0,0,1
354,484,248,584,338,car,0,0,0,1
355,349,218,375,230,car,0,0,0,1
356,357,222,395,232,car,0,0,0,1
357,452,180,802,430,car,0,0,1,0
358,180,224,228,254,car,0,0,1,0
359,242,219,296,279,car,0,1,0,0
360,202,196,328,290,car,0,1,0,0
361,-1,212,259,380,car,1,0,0,0
362,646,227,796,279,car,1,0,0,1
363,0,0,0,0,none,1,0,0,0
364,0,0,0,0,none,1,0,0,1
365,0,0,0,0,none,1,0,0,0
366,124,264,210,312,car,1,0,0,1
367,230,262,586,390,car,1,0,0,0
368,0,0,0,0,none,1,0,0,0
369,0,0,0,0,none,1,0,0,0
370,0,0,0,0,none,1,1,0,0
371,0,0,0,0,none,1,0,0,0
372,0,0,0,0,none,1,0,0,0
373,0,0,0,0,none,1,0,0,0
374,0,0,0,0,none,1,0,0,0
375,256,246,280,264,car,0,0,0,1
376,256,260,310,282,car,0,0,1,1
377,292,258,366,282,car,0,0,1,1
378,387,236,459,304,car,0,0,1,1
379,447,214,711,380,car,0,0,0,1
380,540,252,642,364,car,0,0,0,1
381,580,221,632,253,car,1,0,0,0
382,776,246,790,282,car,1,0,0,0
383,50,261,116,299,car,1,0,0,0
384,0,0,0,0,none,1,1,0,0
385,0,0,0,0,none,1,1,0,0
386,676,260,696,274,car,1,0,0,0
387,748,272,770,294,car,1,0,0,0
388,622,236,794,368,car,1,0,0,1
389,680,264,754,398,car,1,0,0,0
390,480,278,544,302,car,1,0,0,0
391,402,262,420,276,car,1,0,0,0
392,548,265,568,279,car,1,1,0,0
393,716,290,774,322,car,1,1,0,0
394,688,280,750,330,car,1,1,0,0
395,0,0,0,0,none,1,0,0,0
396,364,238,386,254,car,1,0,0,1
397,304,250,348,272,car,1,0,0,1
398,510,256,566,288,car,1,1,0,0
399,698,239,708,273,car,1,1,0,0
400,0,0,0,0,none,0,1,1,0
401,0,0,0,0,none,0,0,1,0
402,681,212,693,236,person,0,0,1,0
403,0,0,0,0,none,0,0,1,0
404,653,217,663,251,person,1,0,0,0
405,676,254,688,284,person,1,0,0,0
406,690,254,702,288,person,1,0,0,0
407,0,0,0,0,none,1,0,0,0
408,618,254,642,268,car,1,0,0,0
409,766,250,786,294,car,1,0,0,0
410,0,0,0,0,none,1,0,0,0
411,0,0,0,0,none,1,0,0,0
412,0,0,0,0,none,1,0,0,0
413,0,0,0,0,none,1,1,0,0
414,0,0,0,0,none,1,0,0,0
415,0,0,0,0,none,1,0,0,0
416,0,0,0,0,none,1,0,0,0
417,0,0,0,0,none,0,0,1,0
418,0,0,0,0,none,0,0,1,0
419,642,214,668,224,car,0,0,0,0
420,621,214,645,224,car,0,0,0,0
421,0,0,0,0,none,0,0,0,0
422,749,222,775,260,person,1,0,0,0
423,682,230,704,244,person,1,0,0,0
424,612,229,654,243,person,1,0,0,0
425,670,248,704,264,car,1,0,0,0
426,574,248,616,262,car,1,0,0,0
427,579,242,631,256,car,0,1,1,0
428,486,242,514,256,car,0,1,1,0
429,696,224,734,268,person,0,1,1,0
430,443,228,495,244,person,0,1,1,0
431,16,235,36,249,person,0,1,1,0
432,16,226,64,256,car,0,0,0,0
433,550,212,582,260,car,0,0,0,0
434,466,226,494,268,person,1,1,0,0
435,610,236,646,254,person,1,1,0,0
436,513,238,541,252,person,1,1,0,0
437,682,240,708,254,person,1,1,0,0
438,66,262,90,278,car,1,1,0,0
439,432,240,456,288,car,1,0,0,0
440,613,264,645,276,car,1,1,0,0
441,352,270,366,300,car,1,1,0,0
442,423,256,463,276,car,1,1,0,0
443,372,266,400,278,car,1,0,0,0
444,131,249,309,293,car,1,0,0,0
445,671,262,701,278,car,1,0,0,0
446,483,266,521,276,car,1,0,0,0
447,373,272,401,286,car,1,0,0,0
448,0,0,0,0,none,1,0,0,0
449,48,288,222,350,car,1,0,0,0
450,18,276,74,306,car,1,0,0,0
451,564,80,802,338,truck,1,1,0,0
452,590,38,800,388,bus,1,0,0,0
453,0,0,0,0,none,1,0,0,0
454,0,0,0,0,none,1,0,0,0
455,184,240,206,258,car,1,0,0,0
456,98,258,128,278,car,1,0,0,0
457,218,226,266,258,car,1,0,0,0
458,121,254,143,274,car,1,0,0,1
459,62,182,142,260,truck,1,0,0,0
460,-3,58,225,286,truck,1,0,0,0
461,0,0,0,0,none,1,0,0,0
462,0,0,0,0,none,1,0,0,0
463,0,0,0,0,none,1,0,0,0
464,0,0,0,0,none,1,0,0,0
465,0,0,0,0,none,1,0,0,0
466,0,0,0,0,none,1,0,0,1
467,0,0,0,0,none,1,1,0,0
468,0,0,0,0,none,1,0,0,0
469,0,0,0,0,none,1,0,0,0
470,0,0,0,0,none,1,0,0,0
471,0,0,0,0,none,1,0,0,0
472,0,0,0,0,none,1,1,0,0
473,0,0,0,0,none,1,0,0,0
474,0,0,0,0,none,1,0,0,1
475,0,0,0,0,none,1,0,0,0
476,242,255,262,271,car,0,0,1,0
477,101,255,129,269,car,0,0,1,0
478,224,234,246,252,car,0,0,1,0
479,0,0,0,0,none,0,0,1,0
480,160,226,240,252,car,0,0,0,0
481,432,226,484,252,car,0,0,0,0
482,140,207,276,261,car,0,0,0,0
483,45,228,233,310,car,0,0,1,0
484,458,240,514,294,car,0,0,1,0
485,242,230,276,242,car,0,0,1,0
486,424,220,546,310,car,0,0,1,0
487,426,201,590,321,car,0,0,1,0
488,8,208,178,310,car,0,0,1,0
489,264,217,300,233,car,0,0,1,0
490,7,208,169,314,car,0,0,1,0
491,304,220,338,232,car,0,0,1,0
492,1,222,189,320,car,0,0,1,0
493,446,207,632,335,car,0,0,1,0
494,364,228,392,240,car,0,0,1,0
495,0,228,190,336,car,0,0,0,0
496,446,218,624,350,car,0,0,0,0
497,60,244,150,320,car,1,0,0,0
498,444,220,602,348,car,1,0,0,0
499,479,246,555,322,car,1,0,0,1
500,64,244,152,318,car,1,0,0,1
501,8,227,210,339,car,1,0,0,1
502,66,250,164,318,car,1,0,0,1
503,448,230,592,344,car,1,0,0,1
504,2,236,226,336,car,1,0,0,1
505,498,240,658,346,car,1,0,0,1
506,120,244,224,320,car,1,0,0,1
507,54,229,286,341,car,1,0,0,1
508,222,251,314,317,car,1,0,0,0
509,596,240,778,350,car,1,0,0,0
510,289,238,483,340,car,1,1,0,0
511,278,242,490,344,car,1,0,0,0
512,552,250,586,266,car,1,0,0,0
513,40,240,306,372,car,1,1,0,0
514,617,231,785,393,car,1,1,0,0
515,559,225,799,449,car,1,0,0,1
516,4,250,224,416,car,1,0,0,1
517,400,258,430,272,car,1,0,0,1
518,366,214,820,550,car,1,0,0,1
519,228,258,252,274,car,1,0,0,1
520,240,256,264,272,car,1,0,0,1
521,0,0,0,0,none,1,0,0,1
522,0,0,0,0,none,0,0,0,1
523,0,0,0,0,none,0,1,1,0
524,0,0,0,0,none,0,1,1,0
525,0,0,0,0,none,0,1,1,0
526,0,0,0,0,none,0,1,1,0
527,340,204,792,498,car,0,1,0,1
528,442,220,818,472,car,1,0,0,1
529,452,225,812,481,car,1,0,0,1
530,451,224,813,478,car,1,0,0,1
531,505,226,809,460,car,1,0,0,1
532,0,0,0,0,none,1,0,0,1
533,0,0,0,0,none,1,1,0,0
534,0,0,0,0,none,1,0,0,0
535,-6,180,270,510,car,1,0,0,0
536,0,0,0,0,none,1,0,0,1
537,0,0,0,0,none,1,0,0,0
538,0,0,0,0,none,1,0,0,0
539,0,0,0,0,none,1,0,0,0
540,0,0,0,0,none,1,0,0,0
541,0,0,0,0,none,1,0,0,0
542,626,262,648,276,car,1,0,0,0
543,52,260,138,314,car,1,1,0,0
544,702,259,726,273,car,1,1,0,0
545,684,256,706,272,car,1,1,0,0
546,566,266,584,278,car,1,0,0,0
547,472,270,494,284,car,1,0,0,0
548,560,272,584,288,car,1,0,0,0
549,502,270,564,292,car,0,1,0,0
550,409,271,433,289,car,0,1,0,0
551,425,272,447,290,car,0,1,0,0
552,326,268,372,292,car,0,1,0,0
553,374,269,398,287,car,0,0,1,1
554,270,266,320,296,car,0,0,1,1
555,480,268,558,298,car,0,0,1,1
556,402,251,472,307,car,0,0,1,1
557,108,264,174,300,car,0,0,1,1
558,256,260,288,282,car,0,0,1,1
559,367,208,549,308,car,1,0,0,0
560,25,196,159,294,car,1,0,0,0
561,254,226,282,250,car,1,0,0,0
562,610,216,798,346,car,0,0,0,0
563,663,238,741,322,car,0,0,0,0
564,472,246,498,270,car,0,0,0,0
565,46,501,122,577,car,0,0,0,0
566,304,236,356,308,car,0,0,0,0
567,446,216,574,328,car,0,0,1,0
568,658,251,704,273,car,0,0,1,0
569,6,485,170,591,car,0,0,1,0
570,683,237,713,257,car,1,0,0,0
571,518,210,594,308,car,1,0,0,0
572,490,222,636,346,car,1,0,0,0
573,672,258,722,278,car,1,0,0,0
574,614,253,640,273,car,1,0,0,0
575,444,232,566,330,car,1,0,0,0
576,340,236,470,336,car,1,0,0,1
577,731,241,767,337,car,1,0,0,1
578,503,262,525,278,car,1,0,0,1
579,516,264,536,280,car,1,0,0,0
580,730,284,784,330,car,1,0,0,0
581,502,262,522,280,car,1,0,0,0
582,518,270,540,286,car,1,0,0,0
583,352,234,478,342,car,1,1,0,0
584,446,208,582,334,car,1,0,0,0
585,596,248,618,266,car,1,0,0,0
586,379,222,517,344,car,1,0,0,0
587,525,255,547,271,car,1,0,0,0
588,758,266,786,314,car,1,0,0,0
589,722,243,766,339,car,1,0,0,0
590,327,226,463,358,car,1,0,0,0
591,474,260,492,278,car,1,0,0,0
592,486,262,506,278,car,1,0,0,0
593,700,230,796,374,car,0,0,0,0
594,732,260,772,354,car,0,0,0,0
595,468,262,488,280,car,0,0,0,0
596,294,225,448,365,car,0,0,0,0
597,44,500,126,576,car,0,0,0,0
598,730,260,790,316,car,0,0,0,0
599,248,188,414,354,car,0,0,0,0
600,44,501,126,577,car,0,0,0,0
601,708,216,792,370,car,0,0,0,0
602,464,240,486,258,car,0,0,0,0
603,188,192,404,376,car,1,0,0,0
604,735,243,775,339,car,1,0,0,0
605,708,220,798,372,car,1,0,0,0
606,462,247,484,263,car,1,0,0,0
607,44,496,122,578,car,1,0,0,0
608,700,218,798,396,car,0,0,0,0
609,124,209,374,417,car,0,0,0,0
610,456,260,480,280,car,0,0,0,0
611,60,190,340,394,car,0,0,1,0
612,694,214,796,380,car,0,0,1,0
613,4,482,172,590,car,0,0,1,0
614,456,242,478,258,car,0,0,1,0
615,724,231,768,347,car,0,0,0,0
616,90,168,356,374,car,0,0,0,0
617,466,235,488,251,car,0,0,0,0
618,195,193,401,343,car,1,0,0,0
619,490,238,510,254,car,1,0,0,0
620,716,224,764,342,car,1,0,0,0
621,646,238,792,372,car,1,0,0,0
622,252,232,394,352,car,1,0,0,0
623,489,264,509,280,car,1,0,0,0
624,603,244,789,358,car,1,0,0,0
625,278,242,398,342,car,1,0,0,0
626,490,264,510,280,car,1,0,0,0
627,590,252,792,362,car,0,0,0,0
628,489,273,509,287,car,0,0,0,0
629,320,258,372,316,car,0,0,0,0
630,319,246,377,284,car,1,0,0,0
631,626,240,712,306,car,1,0,0,0
632,572,218,764,306,car,1,0,0,0
633,489,234,509,248,car,1,0,0,0
634,328,232,384,268,car,1,0,0,0
635,626,241,710,307,car,1,0,0,0
636,334,248,382,278,car,1,0,0,0
637,488,252,506,266,car,0,0,0,0
638,586,226,794,342,car,1,0,0,0
639,341,249,385,281,car,1,0,0,0
640,488,252,510,264,car,1,0,0,0
641,632,235,794,359,car,1,0,0,0
642,342,266,388,294,car,1,0,0,0
643,737,281,777,375,car,1,0,0,0
644,707,253,797,407,car,1,0,0,0
645,773,254,785,290,person,1,0,0,0
646,345,244,387,272,car,0,0,0,0
647,486,249,504,263,car,0,0,0,0
648,488,249,506,263,car,1,0,0,0
649,490,272,508,288,car,1,0,0,0
650,353,270,393,296,car,1,0,0,0
651,504,272,522,284,car,1,0,0,0
652,516,260,538,278,car,1,0,0,0
653,740,249,752,279,person,1,0,0,0
654,523,262,547,278,person,1,0,0,0
655,550,270,576,290,car,1,0,0,0
656,340,262,406,300,car,0,0,0,0
657,569,267,639,293,car,0,0,0,0
658,622,252,702,306,car,0,1,1,0
659,608,210,794,314,car,0,0,1,0
660,641,224,743,316,car,0,0,1,0
661,687,136,697,168,car,0,0,1,0
662,0,124,206,478,car,0,0,0,1
663,528,189,794,387,car,0,0,0,1
664,492,204,802,382,car,1,0,0,0
665,7,143,181,467,car,1,0,0,0
666,311,227,331,239,car,1,0,0,0
667,185,228,211,244,car,1,0,0,0
668,545,222,793,410,car,1,0,0,0
669,245,260,271,274,car,1,0,0,0
670,5,189,251,505,car,1,0,0,0
671,562,242,802,428,car,1,0,0,0
672,6,176,248,508,car,1,0,0,0
673,252,262,278,276,car,1,0,0,0
674,-6,188,218,508,car,1,0,0,0
675,563,233,805,439,car,1,0,0,0
676,-14,162,280,534,car,1,0,0,0
677,160,230,298,356,car,1,0,0,0
678,204,250,260,332,car,1,0,0,0
679,676,264,790,410,car,1,0,0,0
680,316,266,340,280,car,1,0,0,0
681,2,214,330,390,car,1,0,0,1
682,-12,214,276,476,car,1,0,0,0
683,0,0,0,0,none,1,0,0,0
684,0,0,0,0,none,1,1,0,0
685,492,259,512,275,car,1,0,0,0
686,379,263,399,281,car,1,0,0,0
687,688,258,700,282,person,1,0,0,0
688,246,269,314,297,person,1,0,0,0
689,340,262,362,278,person,1,0,0,0
690,90,255,260,339,car,1,0,0,0
691,139,266,209,326,car,1,0,0,0
692,69,262,93,276,car,1,0,0,0
693,278,264,304,280,car,1,0,0,0
694,-7,258,167,362,car,1,0,0,1
